"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2021-12-07 15:00:00",13058,14.08,101.1405,1.542,141.9,32.43,26.53,80.4,358.8,21.06,0,27.92,28.81,0.067
"2021-12-07 16:00:00",13059,14.04,101.1648,1.254,143.6,33.25,26.17,79.65,261.8,15.02,0,27.58,28.16,0.067
"2021-12-07 17:00:00",13060,13.36,101.1892,0.763,149.3,25.85,25.46,84.2,111.6,6.474,0,26.42,27.08,0.066
"2021-12-07 18:00:00",13061,12.96,101.2866,0.39,120,23.82,24.66,92.9,24.6,1.563,0,25.07,26.2,0.066
"2021-12-07 19:00:00",13062,12.93,101.2636,0.101,146.9,7.76,22.81,97.2,0.018,0.123,0.254,24.02,24.37,0.066
"2021-12-07 20:00:00",13063,12.92,101.2708,0.285,149.9,12.82,22.73,98.4,0,0,0,23.67,23.85,0.066
"2021-12-07 21:00:00",13064,12.92,101.3134,0.096,158.3,5.339,22.7,98.4,0,0,0,23.54,23.68,0.066
"2021-12-07 22:00:00",13065,12.91,101.3474,0.02,163,3.397,22.52,98.7,0,0,0,23.47,23.57,0.066
"2021-12-07 23:00:00",13066,12.9,101.2994,0.001,171.9,0.001,22.33,98.9,0,0,0,23.39,23.5,0.066
"2021-12-08 00:00:00",13067,12.89,101.2814,0.048,167.4,0.558,22.21,98.7,0,0,0,23.01,23.23,0.065
"2021-12-08 01:00:00",13068,12.87,101.272,0.033,166.6,0.347,22.59,97.3,0,0,0,23.05,23.36,0.065
"2021-12-08 02:00:00",13069,12.84,101.281,0.002,166.3,0.001,22.69,97.3,0,0,0,23.35,23.47,0.065
"2021-12-08 03:00:00",13070,12.86,101.2407,0.172,176.7,3.708,22.43,98.3,0,0,0,22.96,23.13,0.065
"2021-12-08 04:00:00",13071,12.85,101.267,0.04,177.8,2.102,22.16,99.3,0,0,0.508,22.97,23.06,0.065
"2021-12-08 05:00:00",13072,12.84,101.2993,0,0,0,21.96,99.6,0.011,0.012,0,22.94,23.02,0.065
"2021-12-08 06:00:00",13073,12.82,101.3626,0.149,184.2,0.072,22.01,100,8.8,0.653,0.254,22.77,22.85,0.065
"2021-12-08 07:00:00",13074,12.82,101.3788,0.204,183,2.156,22.55,98.3,175.5,8.29,0,22.92,23.63,0.065
"2021-12-08 08:00:00",13075,13.58,101.3758,0.298,179.4,4.485,24.5,87.7,409.9,21.33,0,25.06,26.25,0.065
"2021-12-08 09:00:00",13076,13.93,101.3677,0.27,178,4.516,25.7,81.6,345.4,18.55,0,26.65,27.46,0.065
