"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2021-08-11 16:00:00",10227,14.16,100.9457,3.609,23.66,29.23,21.66,70.34,292.1,11.85,0,21.36,23.4,0.031
"2021-08-11 17:00:00",10228,13.33,100.8971,3.396,16.53,29.83,19.97,72.96,82.9,4.218,0,19.6,20.37,0.031
"2021-08-11 18:00:00",10229,12.97,100.868,2.854,13.03,25.21,18.97,77.87,4.305,0.43,0,18.32,18.89,0.031
"2021-08-11 19:00:00",10230,12.94,100.9289,1.922,6.669,27.93,18.39,80.3,0,0,0,17.65,18.01,0.031
"2021-08-11 20:00:00",10231,12.94,100.93,1.294,4.685,22.06,17.89,83.9,0,0,0,16.89,17.3,0.031
"2021-08-11 21:00:00",10232,12.93,100.9416,1.045,4.303,23.26,17.43,86,0,0,0,16.41,16.63,0.03
"2021-08-11 22:00:00",10233,12.92,100.8839,1.32,8.24,20.08,17.3,87.9,0,0,0,16.43,16.56,0.03
"2021-08-11 23:00:00",10234,12.9,100.8517,1.435,5.298,23.13,17.53,88.4,0,0,0,16.59,16.71,0.03
"2021-08-12 00:00:00",10235,12.9,100.7933,1.77,4,24.19,18.04,84.5,0,0,0,16.77,17.07,0.03
"2021-08-12 01:00:00",10236,12.88,100.712,1.457,354.8,26.96,17.93,82.7,0,0,0,16.5,16.73,0.03
"2021-08-12 02:00:00",10237,12.87,100.6483,1.121,351.3,25.88,17.48,84.6,0,0,0,15.65,16.17,0.03
"2021-08-12 03:00:00",10238,12.85,100.6138,0.789,350,23.38,16.85,87.4,0,0,0,14.8,15.39,0.03
"2021-08-12 04:00:00",10239,12.83,100.5571,0.948,333.4,18.77,16.3,86.3,0,0,0,14.71,14.83,0.03
"2021-08-12 05:00:00",10240,12.75,100.4921,1.226,333.3,22.76,16.03,82.2,0,0,0,14.56,14.74,0.03
"2021-08-12 06:00:00",10241,12.77,100.5408,0.768,332.4,18.43,15.11,86.2,0,0,0,13.21,13.8,0.03
"2021-08-12 07:00:00",10242,12.75,100.5733,0.525,317.8,15.23,14.08,85.8,15.72,0.736,0,12.93,13.18,0.03
"2021-08-12 08:00:00",10243,12.96,100.5935,1.113,334.9,21.78,16.23,72.26,153.1,5.22,0,13.47,15.98,0.03
"2021-08-12 09:00:00",10244,14.18,100.5806,1.468,346.6,26.56,20.12,57.18,328.2,11.56,0,18.51,20.96,0.03
"2021-08-12 10:00:00",10245,14.27,100.5725,1.981,337.6,31.21,23.74,44.86,474.1,16.7,0,23.22,25.19,0.03
