"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Daily"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Min","AirTC_Max","RH_Min","RH_Max","SlrW_Max","SlrW_Std","CUV5_W_Max","CUV5_W_Std","CUV5_MJ_Tot","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","Deg C","%","%","W/m^2","W/m^2","W/m^2","W/m^2","MJ/m^2","mm","Deg C","Deg C",""
"","","WVc","WVc","WVc","Max","Min","Max","Min","Max","Max","Std","Max","Std","Tot","Tot","Min","Avg","Avg"
"2022-02-10 00:00:00",608,0.874,57.02,40.22,5.525,18.83,34.16,50.33,100,1138,414.6,54.41,20.14,1.437,0,20.36,27.74,0.067
"2022-02-11 00:00:00",609,1.01,45.22,17.92,6.425,19.91,31.66,62.47,100,1335,415.1,60.48,19.82,1.388,0,21.05,27.85,0.061
"2022-02-12 00:00:00",610,0.964,34.55,23.27,5.675,19.3,32.11,48.53,100,1075,412,53,19.8,1.394,0,20.57,28.07,0.054
"2022-02-13 00:00:00",611,0.845,60.14,19.6,4.475,20.46,32.01,59.29,100,1419,424,62.9,19.97,1.375,0,21.51,28.15,0.047
"2022-02-14 00:00:00",612,1.166,21.77,21.3,5.825,20.76,32.77,54.47,100,1228,411.2,57.65,19.95,1.403,0,21.54,28.36,0.04
"2022-02-15 00:00:00",613,1.042,164.3,35.11,6.05,21.93,31.57,67.58,98.9,1379,355.6,63.92,17.8,1.094,4.572,22.6,26.62,0.036
"2022-02-16 00:00:00",614,0.662,159.9,29.31,5.525,21.61,28.08,73.99,100,1025,166.3,53.3,9.53,0.641,5.588,21.98,25.08,0.036
"2022-02-17 00:00:00",615,0.929,39.11,33.55,6.275,21.31,30.66,64.79,100,1443,406.5,64.42,19.71,1.324,7.366,22.84,27.35,0.078
"2022-02-18 00:00:00",616,0.863,167.2,43.57,5.45,21.29,28.43,75.84,100,1460,206.3,71.21,11.6,0.656,4.064,22.52,24.52,0.075
"2022-02-19 00:00:00",617,0.46,160.3,33.15,4.1,21.51,28.39,68.37,100,1320,228.7,62,12.48,0.769,3.556,22.18,24.9,0.085
"2022-02-20 00:00:00",618,0.788,53.51,24.61,6.05,22.11,31.19,57.95,98.5,1339,378.9,60.88,18.59,1.199,0,22.97,27.21,0.078
"2022-02-21 00:00:00",619,1.323,23.57,26.26,5.9,22.42,31.83,59.18,100,1358,385.8,63.11,18.96,1.302,0,23.47,28.2,0.071
"2022-02-22 00:00:00",620,0.706,80.4,22.52,5.225,22.83,32.38,63.36,99.7,1376,357.4,62.1,17.81,1.116,0,24.45,28.64,0.066
"2022-02-23 00:00:00",621,0.609,95.2,26.61,4.7,21.77,32.09,60.02,100,1156,366,56.43,18.52,1.198,0,23.14,27.98,0.06
"2022-02-24 00:00:00",622,0.667,106,32.8,5,21.31,31.66,59.1,99.6,1305,397.7,63.92,19.13,1.297,0,22.02,27.29,0.054
"2022-02-25 00:00:00",623,0.718,129.7,34.58,4.7,20.9,31.66,59.69,100,1277,403.7,61.69,19.76,1.354,0,21.97,26.97,0.047
"2022-02-26 00:00:00",624,0.865,159.4,34.01,5,19.25,31.94,52.72,99.8,1265,391.6,58.35,19.23,1.317,0,20.36,26.45,0.04
"2022-02-27 00:00:00",625,0.466,148.2,21.33,3.725,20.67,30.62,58,99.9,1376,225.5,61.49,11.62,0.703,0,21.16,25.15,0.036
"2022-02-28 00:00:00",626,0.632,116.7,32.84,4.4,20.51,30.08,58.82,99.9,1119,272,48.04,14.35,1.03,0,21.23,26.24,0.034
"2022-03-01 00:00:00",627,0.919,30.42,29.02,5.45,19,32.52,54.44,100,1240,327.1,57.24,16.15,1.021,0,20.54,27.3,0.033
"2022-03-02 00:00:00",628,0.429,30.1,18.34,3.425,22.03,24.22,91.7,100,381.3,76.87,24.38,5.026,0.32,15.49,22.95,24.56,0.058
"2022-03-03 00:00:00",629,0.859,30.3,15.18,4.925,20.69,29.97,60.76,100,1363,286.2,63.72,14.76,0.922,0,21.42,25.88,0.08
"2022-03-04 00:00:00",630,0.853,24.86,22.61,5.975,19.74,31.5,58.17,99.3,1417,336.1,60.68,16.65,1.106,0,21.01,26.77,0.072
"2022-03-05 00:00:00",631,0.863,40.29,27.07,5.9,18.77,31.61,54.84,100,1305,364,61.9,17.93,1.198,0,20.26,27.15,0.066
"2022-03-06 00:00:00",632,0.956,156.6,27.35,5.525,20.01,31.43,59.4,100,1199,387.8,58.86,19.12,1.286,4.064,21.13,26.67,0.06
"2022-03-07 00:00:00",633,0.865,137.4,46.13,5,21.32,30.01,68.52,100,1346,331.3,60.89,16.82,1.079,6.858,22.12,26.55,0.079
