"TOA5","88296","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Daily"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Min","AirTC_Max","RH_Min","RH_Max","SlrW_Max","SlrW_Std","CUV5_W_Max","CUV5_W_Std","CUV5_MJ_Tot","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","Deg C","%","%","W/m^2","W/m^2","W/m^2","W/m^2","MJ/m^2","mm","Deg C","Deg C",""
"","","WVc","WVc","WVc","Max","Min","Max","Min","Max","Max","Std","Max","Std","Tot","Tot","Min","Avg","Avg"
"2020-06-12 00:00:00",0,1.056,285.8,90,4.625,19.88,31.77,31.57,77.34,268.9,61.11,10.52,2.311,0.031,0,19.2,23.38,0.028
"2020-06-13 00:00:00",1,1.103,189.4,41.9,6.425,9.31,23.49,21.23,84.5,916,216.4,33.58,8.67,0.503,0,6.262,15.73,0.031
"2020-06-14 00:00:00",2,0.842,197.2,43.09,3.875,9.14,24.64,23.4,93.1,637.1,233,27.92,9.95,0.594,0,8.1,14.78,0.03
"2020-06-15 00:00:00",3,0.981,295,65.05,5.15,10.14,24.95,29.51,96.4,634.8,230,27.61,9.56,0.567,0,9.11,16.39,0.03
"2020-06-16 00:00:00",4,0.586,170.7,52.07,3.875,9.5,25.13,42.81,100,641.1,223.4,26.8,8.95,0.537,0,7.115,15.52,0.029
"2020-06-17 00:00:00",5,1.313,195.1,42.59,5.75,13.68,20.42,69.02,99.8,708,118.7,26.1,5.596,0.295,23.88,13.77,16.29,0.076
"2020-06-18 00:00:00",6,1.369,201,37.73,4.7,13.96,18.65,88.9,100,460.9,102.7,21.55,5.4,0.286,35.56,14.15,15.82,0.095
"2020-06-19 00:00:00",7,1.402,197.9,39.36,4.85,12.96,16.14,95.8,100,517.8,88.2,24.79,4.863,0.254,22.86,13.27,14.31,0.092
"2020-06-20 00:00:00",8,0.754,188.7,35.97,3.5,12.86,23.53,57.81,100,824,182.6,34.09,8.63,0.492,0,12.85,16.2,0.076
"2020-06-21 00:00:00",9,0.56,315.5,54.06,3.65,11.22,25.16,54.74,100,835,229.5,32.57,9.92,0.587,0,10.89,17.45,0.071
"2020-06-22 00:00:00",10,0.406,338.9,47.63,4.25,10.46,26.08,44.55,100,633.6,225.6,28.32,9.93,0.591,0,10.21,16.72,0.067
"2020-06-23 00:00:00",11,0.785,174,37.62,3.95,11.98,26.06,56.58,100,768.2,226.7,29.53,9.54,0.563,0,10.8,17.34,0.065
"2020-06-24 00:00:00",12,0.614,344.3,35.97,4.175,10.93,26.27,43.17,100,624.7,227.2,27.91,9.89,0.585,0,10.91,17.66,0.063
"2020-06-25 00:00:00",13,0.499,346.1,30.64,3.8,9.76,26.56,46.08,100,695.3,230.6,29.13,9.63,0.573,0,9.48,17.32,0.061
"2020-06-26 00:00:00",14,0.704,343.7,41.41,4.55,14.01,25.89,54.38,100,846,207.4,32.16,8.48,0.47,0,12.7,18.71,0.06
"2020-06-27 00:00:00",15,1.018,344.7,29.65,5.525,14.01,26.42,46.59,100,620.2,226.9,26.3,9.33,0.558,0,13.01,19.1,0.058
"2020-06-28 00:00:00",16,0.631,219.7,61.7,3.95,10.32,27.2,51.92,100,594.5,207.1,24.88,8.65,0.5,0,9.93,17.84,0.056
"2020-06-29 00:00:00",17,1.191,172.9,63.52,8,10.99,26.54,38.08,97.9,628.2,226.6,28.72,10.1,0.596,0,7.952,18.54,0.054
"2020-06-30 00:00:00",18,0.589,130,63.73,4.25,13.46,25.34,60,100,796.9,165.9,31.96,7.546,0.415,0,12.3,18.43,0.053
"2020-07-01 00:00:00",19,1.07,189.7,39.13,6.275,13.56,24.65,47.79,100,808,182.5,33.78,8.48,0.466,2.54,12.24,18.03,0.051
"2020-07-02 00:00:00",20,0.733,256.9,71.98,4.325,13,23.91,53.54,100,883,195.6,34.59,8.96,0.522,0.254,12.26,17.07,0.051
"2020-07-03 00:00:00",21,0.881,354.5,26.96,6.275,10.57,24.99,54.65,100,609.1,223.1,26.7,9.54,0.569,0,10,16.81,0.051
