"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2022-01-12 12:00:00",13919,14.04,100.8727,1.456,167.9,24.17,28.37,80.7,624.5,35.47,0,30.35,30.99,0.051
"2022-01-12 13:00:00",13920,13.98,100.8403,1.528,175.3,25.63,28.04,81.8,451.6,26.78,0,29.85,30.76,0.051
"2022-01-12 14:00:00",13921,13.97,100.8403,1.619,155.7,27.38,28.47,75.7,574.3,31.03,0,29.68,30.9,0.051
"2022-01-12 15:00:00",13922,14.12,100.7834,1.97,149.1,25.79,29.16,77.99,790.5,39.86,0,31.07,33.17,0.051
"2022-01-12 16:00:00",13923,14.04,100.7348,1.835,161.1,22.39,28.11,78.94,444.8,25.32,0,29.88,30.85,0.051
"2022-01-12 17:00:00",13924,14.03,100.751,1.625,157.4,24.56,28.26,81.3,395.9,19.1,0,30.19,30.74,0.051
"2022-01-12 18:00:00",13925,13.25,100.8078,1.402,156.9,20.12,27.39,88.1,200.6,9.38,0,27.06,28.32,0.051
"2022-01-12 19:00:00",13926,12.95,100.8978,0.748,159.4,12.14,25.68,91.2,15.34,1.438,0,25.83,26.4,0.051
"2022-01-12 20:00:00",13927,12.94,100.9488,0.477,170.4,11.82,25.13,89,0,0.004,0,25.39,25.57,0.051
"2022-01-12 21:00:00",13928,12.93,101.008,0.616,186,10.6,24.58,92.9,0,0,0,24.48,24.95,0.052
"2022-01-12 22:00:00",13929,12.91,101.0427,0.386,191.7,9.41,23.83,95.2,0,0,0,24.18,24.3,0.052
"2022-01-12 23:00:00",13930,12.88,101.001,0.185,199.2,6.137,23.51,95.6,0,0,0,23.88,24.04,0.051
"2022-01-13 00:00:00",13931,12.89,101.007,0.117,197.9,5.972,23.62,95.7,0,0,0,23.86,24.06,0.052
"2022-01-13 01:00:00",13932,12.88,100.9372,0.052,201.7,3.792,23.29,97.7,0,0,0,23.5,23.79,0.052
"2022-01-13 02:00:00",13933,12.87,100.8806,0.019,200.6,1.999,22.81,99.1,0,0,0,23.27,23.42,0.052
"2022-01-13 03:00:00",13934,12.85,100.832,0.061,197.9,3.038,22.52,99.6,0,0,0,22.97,23.14,0.052
"2022-01-13 04:00:00",13935,12.83,100.8481,0.265,201,6.121,22.19,99.8,0,0,0,22.67,22.82,0.052
"2022-01-13 05:00:00",13936,12.81,100.8404,0.337,200.6,7.612,22.07,99.5,0.003,0.008,0,22.58,22.64,0.052
"2022-01-13 06:00:00",13937,12.79,100.8884,0.267,200.1,7.192,22.29,98.2,21.97,1.743,0,22.65,22.82,0.052
