"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2021-10-13 16:00:00",11739,14.14,100.3776,3.123,25.91,26.79,27.98,66.56,402.6,17.92,0,28.6,30.66,0.053
"2021-10-13 17:00:00",11740,13.63,100.3939,2.546,29.22,25.39,25.64,76.01,189.9,8.09,0,25.4,27.18,0.053
"2021-10-13 18:00:00",11741,12.97,100.4183,2.607,25.76,28.17,23.63,85.4,43.71,1.973,0,23.27,24.26,0.052
"2021-10-13 19:00:00",11742,12.93,100.4511,2.567,21.37,27.67,22.34,90.9,0,0.009,0,22.32,22.65,0.052
"2021-10-13 20:00:00",11743,12.89,100.5014,2.592,19.56,25.57,22.23,91.4,0,0,0,22.15,22.25,0.052
"2021-10-13 21:00:00",11744,12.91,100.568,1.308,6.599,22.67,21.91,93.3,0,0,0,21.19,21.84,0.052
"2021-10-13 22:00:00",11745,12.87,100.5786,0.331,358.1,14.03,21.09,96.1,0,0,0,20.69,20.88,0.052
"2021-10-13 23:00:00",11746,12.88,100.5472,0.223,348.9,13.08,20.85,96.6,0,0,0,20.33,20.62,0.051
"2021-10-14 00:00:00",11747,12.87,100.5157,0.085,322.3,7.863,20.15,98.1,0,0,0,19.44,20.11,0.051
"2021-10-14 01:00:00",11748,12.84,100.4673,0.07,313.4,4.696,19.42,98.8,0,0,0,19.11,19.41,0.051
"2021-10-14 02:00:00",11749,12.83,100.4118,0,0,0,18.68,99.3,0,0,0,17.63,18.47,0.051
"2021-10-14 03:00:00",11750,12.83,100.3813,0.02,346.7,2.577,17.91,99.5,0,0,0,17.51,17.59,0.051
"2021-10-14 04:00:00",11751,12.81,100.3567,0.489,353.4,15.54,17.94,97.8,0,0,0,17.66,17.8,0.051
"2021-10-14 05:00:00",11752,12.74,100.3648,1.031,358.4,21.3,18.49,94.6,0,0,0,17.73,18.01,0.051
"2021-10-14 06:00:00",11753,12.78,100.3793,1.574,359.3,25.87,19.29,85,13.62,1.095,0,18.12,18.38,0.051
"2021-10-14 07:00:00",11754,12.87,100.405,1.957,353.5,27.15,21.42,69.82,154.2,6.27,0,19.02,20.63,0.051
"2021-10-14 08:00:00",11755,13.51,100.4102,2.653,349.6,28,24.51,55.01,415.7,14.48,0,22.32,24.73,0.051
"2021-10-14 09:00:00",11756,13.93,100.3656,2.741,355.3,33.38,27.58,44.83,634.4,23.9,0,27.03,29.15,0.051
"2021-10-14 10:00:00",11757,14.13,100.2859,2.907,358.6,31.55,30.45,35.44,817,33.07,0,30.59,32.19,0.05
