"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Daily"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Min","AirTC_Max","RH_Min","RH_Max","SlrW_Max","SlrW_Std","CUV5_W_Max","CUV5_W_Std","CUV5_MJ_Tot","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","Deg C","%","%","W/m^2","W/m^2","W/m^2","W/m^2","MJ/m^2","mm","Deg C","Deg C",""
"","","WVc","WVc","WVc","Max","Min","Max","Min","Max","Max","Std","Max","Std","Tot","Tot","Min","Avg","Avg"
"2021-12-08 00:00:00",544,1.166,158.4,33.41,5.525,22.17,30.02,55.98,99.1,1418,336.7,61.89,16.45,1.085,0.254,22.77,26.18,0.068
"2021-12-09 00:00:00",545,0.702,158.1,8.84,4.475,21.89,30.08,60.92,100,1457,356.9,64.52,17.95,1.158,0.762,22.77,27.01,0.064
"2021-12-10 00:00:00",546,1.579,33.59,47.1,6.2,22.63,34.77,44.83,99.8,1255,409.3,57.44,19.88,1.347,0,23.54,28.65,0.06
"2021-12-11 00:00:00",547,1.495,20.57,32.59,7.1,22.68,31.9,70.89,99.6,1309,359.2,59.87,17.63,1.064,1.524,23.22,28,0.055
"2021-12-12 00:00:00",548,1.683,20.74,23.55,5.9,23.4,32.87,63.79,100,1113,403.7,53.2,19.61,1.338,0,24.02,29.16,0.051
"2021-12-13 00:00:00",549,1.124,19.76,27.07,4.55,23.48,37.05,41.26,100,1531,314.5,67.96,15.77,1.107,0,24.61,30.29,0.045
"2021-12-14 00:00:00",550,0.336,4.854,16.79,3.35,22.76,31.15,70.79,99.5,1727,208.7,74.84,11.53,0.642,3.556,23.15,26.84,0.041
"2021-12-15 00:00:00",551,1.05,79.84,81.8,5.75,22.21,34.35,48.35,98.5,1321,364.9,64.42,18.31,1.254,0.508,22.41,27.09,0.039
"2021-12-16 00:00:00",552,1.282,23.42,44.81,6.05,21.16,33.01,61.17,97.7,1380,385.3,59.67,18.65,1.293,0,21.87,28.39,0.037
"2021-12-17 00:00:00",553,1.346,152.2,48.61,6.275,18.65,32.48,60.71,100,1383,295.3,60.88,14.48,0.844,3.81,19.47,25.83,0.035
"2021-12-18 00:00:00",554,1.633,176,30.2,7.925,16.24,24.02,70.72,100,1218,210.4,61.3,12,0.723,21.08,17.22,19.68,0.071
"2021-12-19 00:00:00",555,0.84,165.7,37.79,5,14.68,24.95,55.11,99.6,1654,270.7,75.05,14.14,1,0,15.22,20.59,0.083
"2021-12-20 00:00:00",556,0.737,90.7,34.24,4.85,16.78,27.02,51.27,96,1539,357,69.88,17.99,1.192,0.254,16.98,23.89,0.073
"2021-12-21 00:00:00",557,0.913,48.4,19.29,6.725,18.13,28.27,58.55,98.7,1479,319.2,65.53,15.84,1.105,0,19.84,25.2,0.068
"2021-12-22 00:00:00",558,1.248,28.27,19.93,5.975,20.52,28.51,65.46,97.2,1254,249.4,57.85,12.74,0.771,0,21.47,25.15,0.064
"2021-12-23 00:00:00",559,1.944,12.49,26.96,7.1,21.75,32.7,56.37,98.3,1274,408.9,61.08,20.14,1.333,10.41,22.42,27.32,0.062
"2021-12-24 00:00:00",560,0.721,158.5,29.64,4.4,20.7,30.79,58.4,100,1464,308.7,61.89,14.96,0.956,0,21.63,25.88,0.084
"2021-12-25 00:00:00",561,0.894,139.1,37.5,5.6,20.55,27.7,70.5,100,1554,303.8,71.7,15.89,0.931,10.16,21.33,24.1,0.087
"2021-12-26 00:00:00",562,1.077,72.62,34.8,5.525,19.81,27.89,61.98,98.2,1534,300.2,67.56,14.98,1.114,0,20.33,25.7,0.077
"2021-12-27 00:00:00",563,1.275,27.19,14.66,6.05,22.02,27.65,72.31,99.4,992,173.8,53,9.75,0.684,0.254,22.7,25.1,0.071
"2021-12-28 00:00:00",564,1.471,10.98,29.34,9.2,19.7,30.52,71.04,100,1157,190.2,58.86,10.85,0.608,37.85,20.78,25.09,0.08
"2021-12-29 00:00:00",565,1.242,129.6,77.96,5.6,21.61,30.26,63.57,100,1305,396.1,62.6,19.63,1.446,0,21.66,26.59,0.08
