"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Daily"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Min","AirTC_Max","RH_Min","RH_Max","SlrW_Max","SlrW_Std","CUV5_W_Max","CUV5_W_Std","CUV5_MJ_Tot","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","Deg C","%","%","W/m^2","W/m^2","W/m^2","W/m^2","MJ/m^2","mm","Deg C","Deg C",""
"","","WVc","WVc","WVc","Max","Min","Max","Min","Max","Max","Std","Max","Std","Tot","Tot","Min","Avg","Avg"
"2022-07-13 00:00:00",761,0.971,83.7,20.31,4.4,19.02,21.56,85.4,97.6,79.3,15,4.654,0.82,0.008,0,18.52,19.6,0.084
"2022-07-14 00:00:00",762,0.988,355.3,28.47,5.075,17.02,26.8,58.14,100,745.2,214.2,28.22,9.53,0.561,0,15.55,20.82,0.079
"2022-07-15 00:00:00",763,0.555,151.6,55.87,3.425,13.61,25.76,57.5,100,631.5,231.4,28.52,10.18,0.609,0,13.01,18.8,0.074
"2022-07-16 00:00:00",764,0.956,186.6,40,4.25,14.36,24.68,61.96,98.6,795,196.6,32.17,8.97,0.522,0.254,14.41,18.3,0.071
"2022-07-17 00:00:00",765,0.69,169.1,40.92,4.1,14.52,24.81,59.26,100,831,239.8,35.3,11.03,0.654,2.032,14.1,18.37,0.07
"2022-07-18 00:00:00",766,0.58,71,26.91,3.725,14.96,25.2,57.22,100,787.5,253.5,34.79,11.97,0.387,0,15.23,20.45,0.067
"2022-07-19 00:00:00",767,0.739,0.206,38.68,4.7,11.62,26.42,61.38,100,792.1,231.7,33.68,10.97,0.658,0,12.78,19.34,0.068
"2022-07-20 00:00:00",768,1.212,348.8,31.2,5.525,17.42,27.65,59.9,100,750.2,223.7,33.58,10.58,0.614,0,17.06,21.25,0.066
"2022-07-21 00:00:00",769,1.002,349.4,77.24,4.775,17.63,30.9,42.34,100,642.5,235.6,30.75,11.05,0.648,4.826,17.54,22.51,0.064
"2022-07-22 00:00:00",770,0.454,239.8,58.24,3.2,16.77,27.24,60.9,100,829,202.5,30.44,9.14,0.543,0,17.08,20.58,0.069
"2022-07-23 00:00:00",771,0.511,164,57.88,3.2,15.64,25.4,68.76,100,865,174.3,28.63,8.02,0.482,30.48,15.16,19.73,0.09
"2022-07-24 00:00:00",772,0.888,346.8,23.55,5.75,12.72,26.16,60.48,100,787.1,219.4,30.14,9.58,0.581,0,13.58,19.62,0.076
"2022-07-25 00:00:00",773,1.452,183.8,53.13,6.05,13.59,20.69,63.56,95.5,844,157.7,33.49,7.662,0.441,0,13.56,17.86,0.072
"2022-07-26 00:00:00",774,0.991,190.2,40.8,4.7,9.09,23.14,41.24,94.2,686.9,254,32.78,11.76,0.714,0,9.3,15.45,0.07
"2022-07-27 00:00:00",775,0.662,201.9,75.04,4.7,9.71,23.59,44.99,100,680.8,249.3,31.86,11.29,0.687,0,10.46,16.03,0.067
"2022-07-28 00:00:00",776,0.833,1.632,51.26,5.6,9.01,25.18,54.11,100,651.1,239.4,29.23,10.44,0.628,0,10.13,17.42,0.065
"2022-07-29 00:00:00",777,0.74,117,63.84,4.025,14.5,25.5,60.82,100,839,214.5,29.53,9.26,0.565,0,13.53,18.92,0.064
"2022-07-30 00:00:00",778,0.983,357.3,29.16,5.075,11.75,25.47,49.64,100,654.3,239.6,29.74,10.55,0.636,0,11.73,17.93,0.062
"2022-07-31 00:00:00",779,1.037,350,46.63,4.775,13.6,27.05,48.18,100,637.7,229,27.51,9.64,0.58,0,13.62,19.25,0.06
"2022-08-01 00:00:00",780,1.365,175.4,41.12,5.45,14.69,24.54,72.37,100,825,182.9,30.75,7.957,0.475,0.508,14.89,18.48,0.058
"2022-08-02 00:00:00",781,0.774,193.5,31.98,4.55,13.87,20.18,72.73,98,396.4,98.3,20.44,5.245,0.254,0.254,14.37,16.77,0.057
"2022-08-03 00:00:00",782,0.819,18.65,46.64,5.975,13.63,24.03,63.7,99.7,900,175.1,34.59,7.93,0.445,0,12.73,18.09,0.056
"2022-08-04 00:00:00",783,1.046,1.976,27.68,5.45,12.59,25.66,48.37,100,745.5,233.7,30.04,10.2,0.587,0,11.71,18.04,0.054
"2022-08-05 00:00:00",784,1.034,352.2,39.93,5.3,12.79,26.55,55,100,826,218.3,30.35,9.2,0.557,0,12.43,18.97,0.052
"2022-08-06 00:00:00",785,0.522,137.7,37.11,3.8,14.77,26,62.43,100,821,232.6,33.68,10.3,0.617,0,13.8,19.21,0.05
"2022-08-07 00:00:00",786,0.744,34.63,27.39,4.775,13.37,27.38,64.18,100,822,243.4,33.68,10.94,0.654,0,14.08,20.91,0.048
"2022-08-08 00:00:00",787,0.415,116.2,44.36,3.575,17.09,27.06,70.02,100,830,186,31.15,7.848,0.471,0,16.48,21.42,0.046
"2022-08-09 00:00:00",788,1.851,12.66,61.9,7.625,17.16,29.23,39.8,100,876,206.5,31.15,8.1,0.432,0,16.5,21.17,0.044
"2022-08-10 00:00:00",789,0.899,166.1,36.54,4.475,13.91,26.67,60.09,100,903,222.2,37.42,10.24,0.613,0,13.52,19.18,0.042
