"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Daily"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Min","AirTC_Max","RH_Min","RH_Max","SlrW_Max","SlrW_Std","CUV5_W_Max","CUV5_W_Std","CUV5_MJ_Tot","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","Deg C","%","%","W/m^2","W/m^2","W/m^2","W/m^2","MJ/m^2","mm","Deg C","Deg C",""
"","","WVc","WVc","WVc","Max","Min","Max","Min","Max","Max","Std","Max","Std","Tot","Tot","Min","Avg","Avg"
"2022-01-13 00:00:00",580,0.795,165.9,24.92,4.25,22.98,31.24,71.52,100,1543,322.5,69.98,16.32,1.081,6.858,23.55,26.95,0.05
"2022-01-14 00:00:00",581,0.835,106.3,43.25,5,22.03,32.26,64.05,99.9,1461,384,66.54,19.06,1.306,0,22.58,28.85,0.051
"2022-01-15 00:00:00",582,0.584,77.58,10.85,4.475,22.41,30.92,66.6,100,1507,274.3,70.39,14.73,0.94,1.524,23.67,27.39,0.049
"2022-01-16 00:00:00",583,0.854,76.41,13.04,5.45,19.54,30.44,55.33,99.9,1287,428.7,63.51,21.33,1.492,0,21.74,28.01,0.046
"2022-01-17 00:00:00",584,0.794,55.6,17.61,5.675,18.3,30.95,62.48,100,1634,306.8,71.6,16.11,1.031,0,19.8,26.98,0.041
"2022-01-18 00:00:00",585,0.766,81.2,19.9,4.925,22.23,31.7,50.56,99.8,1657,426.7,77.47,21.06,1.317,0.254,22.47,28.81,0.038
"2022-01-19 00:00:00",586,0.821,78.84,28.56,5.3,20.4,30.62,54.32,99.5,1560,317.7,70.99,16.12,1.13,0,21.44,27.37,0.035
"2022-01-20 00:00:00",587,0.374,68.79,50.92,3.65,19.26,31.58,57.52,100,1553,280,70.4,14.06,0.978,3.556,20.27,26.73,0.033
"2022-01-21 00:00:00",588,0.616,110.7,34.76,5.45,20.66,30.05,54.48,98.6,1529,401.2,69.28,19.57,1.271,1.016,21.16,26.62,0.033
"2022-01-22 00:00:00",589,0.749,121.5,27.57,5.15,18.7,30.64,49.57,99.9,1386,428.2,64.93,20.48,1.408,0.254,20.17,27.07,0.033
"2022-01-23 00:00:00",590,0.918,144.9,30.82,7.1,20.45,30.06,53.86,99.8,1448,394.9,67.56,18.99,1.244,6.096,21.25,25.56,0.033
"2022-01-24 00:00:00",591,0.87,134.4,27.23,6.2,20.82,29.8,54.1,96.3,1613,381.9,73.02,18.76,1.242,3.048,20.79,25.94,0.034
"2022-01-25 00:00:00",592,0.732,66.97,39.85,4.925,20.26,30.32,57.41,97.2,1531,307.5,72.41,15.71,1.079,1.524,20.66,25.89,0.036
"2022-01-26 00:00:00",593,0.705,75.02,21.85,5.525,19.52,31.22,63.05,100,1215,276.2,59.87,14.43,1.048,0,20.43,27.09,0.036
"2022-01-27 00:00:00",594,0.746,90.9,20.44,4.625,22.21,32.17,58.15,99.7,1435,366,66.75,18.4,1.258,0,22.65,28.62,0.036
"2022-01-28 00:00:00",595,0.874,18.83,18.83,4.775,24.23,31.47,69.74,100,1511,310,74.04,16.09,1.085,2.794,24.8,28.16,0.034
"2022-01-29 00:00:00",596,1.408,21.91,51.42,6.35,21.51,36.08,50.54,100,1297,392.6,61.59,19.28,1.261,98.6,21.57,28.83,0.042
"2022-01-30 00:00:00",597,0.669,164.9,21.9,5.675,21.93,29.44,65.07,100,1578,235.4,73.03,13.24,0.802,2.794,21.97,24.58,0.083
"2022-01-31 00:00:00",598,0.386,142,27.44,4.1,21.95,30.34,62.36,100,1531,387.5,72.01,19.71,1.307,13.46,22.41,26.99,0.087
"2022-02-01 00:00:00",599,0.42,22.47,21.01,4.025,22.78,30.2,65.94,100,1075,218.4,47.53,11.18,0.833,12.45,22.71,26.1,0.085
"2022-02-02 00:00:00",600,0.827,39.03,19.09,6.2,21.51,31.6,57.71,100,1379,353.7,64.32,17.58,1.214,0,22.31,27.68,0.077
"2022-02-03 00:00:00",601,1.197,18.31,23.12,6.875,23.3,32.27,61.96,99.6,1375,379,63.71,18.69,1.283,0,24.04,28.44,0.069
"2022-02-04 00:00:00",602,1.442,20.18,21.47,6.275,23.09,34.5,58.04,100,1228,406.9,58.25,19.54,1.385,0,24.03,29.42,0.063
"2022-02-05 00:00:00",603,0.558,189.3,19.79,4.25,22.39,27.95,87.6,100,1102,149.1,47.33,8.65,0.521,13.21,22.91,25.68,0.082
"2022-02-06 00:00:00",604,0.892,175.6,30.02,5.525,21.22,29.28,71.83,100,1493,363.4,71.61,17.98,1.111,11.18,21.73,24.89,0.094
"2022-02-07 00:00:00",605,0.735,166.4,24.57,5.3,21.59,28.74,78.28,100,1485,318,72.82,16.48,0.99,46.23,21.97,24.53,0.098
"2022-02-08 00:00:00",606,0.765,166.8,26.68,5.225,21.5,30.1,65.43,100,1485,377.8,69.78,18.71,1.217,2.54,21.85,25.58,0.083
"2022-02-09 00:00:00",607,0.873,165,27.21,4.25,20.06,31.24,59.02,100,1342,385.6,60.88,18.92,1.32,0,20.54,25.9,0.073
