"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2022-04-12 15:00:00",16082,14.1,100.4109,0.876,327.9,35.6,31.05,53.45,576.2,27.64,0,32.32,33.29,0.077
"2022-04-12 16:00:00",16083,14.16,100.3639,1.406,35.22,9.56,30.07,68.38,375,16.85,0,30.04,31.37,0.077
"2022-04-12 17:00:00",16084,13.12,100.3761,1.646,28.13,9.22,27.15,81.5,131,6.552,0,25.49,27.15,0.076
"2022-04-12 18:00:00",16085,13,100.4187,0.413,28.49,4.07,24.6,91.6,9.18,0.779,0,24.02,24.82,0.076
"2022-04-12 19:00:00",16086,12.97,100.443,0.126,24.85,2.018,23.33,96,0,0,0,23.25,23.62,0.075
"2022-04-12 20:00:00",16087,12.95,100.5242,0.02,24.61,0.173,22.89,98,0,0,0,23.04,23.16,0.075
"2022-04-12 21:00:00",16088,12.94,100.4998,0.017,25.65,0.356,22.69,98.5,0,0,0,23,23.03,0.075
"2022-04-12 22:00:00",16089,12.91,100.4917,0.006,25.2,0.006,22.57,99.7,0,0,0,22.8,23.01,0.075
"2022-04-12 23:00:00",16090,12.92,100.443,0.048,24.98,0.209,22.52,99.8,0,0,0,22.65,22.76,0.075
"2022-04-13 00:00:00",16091,12.9,100.4374,0.06,19.59,1.354,21.64,100,0,0,0,21.37,21.84,0.074
"2022-04-13 01:00:00",16092,12.89,100.3633,0.116,14.79,0.101,21.7,100,0,0,0,21.54,21.67,0.074
"2022-04-13 02:00:00",16093,12.88,100.3156,0.026,14.7,0.018,21.35,100,0,0,0,21.29,21.41,0.074
"2022-04-13 03:00:00",16094,12.87,100.2628,0,0,0,20.83,100,0,0,0,20.38,20.87,0.074
"2022-04-13 04:00:00",16095,12.86,100.243,0.034,14.71,0.021,21.02,100,0,0,0,20.36,20.88,0.073
"2022-04-13 05:00:00",16096,12.84,100.2174,0.086,14.59,0.029,21.24,100,0,0,0,21.31,21.42,0.073
"2022-04-13 06:00:00",16097,12.83,100.2333,0.103,14.58,0.09,21.54,100,0.294,0.007,0,21.51,21.73,0.073
"2022-04-13 07:00:00",16098,12.82,100.232,0.169,13.98,0.547,22.05,100,39.03,1.615,0,21.83,22.12,0.073
"2022-04-13 08:00:00",16099,12.93,100.2888,0.688,12.13,3.994,23.31,98.2,114.8,5.653,0,22.78,23.58,0.073
"2022-04-13 09:00:00",16100,13.32,100.2555,1.463,357.6,14.56,24.73,86.4,333.8,15.84,0,23.57,24.72,0.073
"2022-04-13 10:00:00",16101,13.74,100.1941,1.513,6.003,16.73,26.74,77.51,368.4,18.61,0,26.19,26.89,0.073
