"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2021-01-12 12:00:00",5159,14.11,100.6119,1.887,36.26,48.74,31.83,56.55,1090,54.1,0,36.54,36.91,0.001
"2021-01-12 13:00:00",5160,14.18,100.5397,2.213,48.26,35.89,31.82,58.34,1073,54.06,0,36.22,37.08,0.042
"2021-01-12 14:00:00",5161,14.23,100.4826,2.22,54.8,27.71,31.93,57.2,996,49.74,0,36.82,37.83,0.041
"2021-01-12 15:00:00",5162,14.19,100.4266,2.647,53.93,31.19,31.38,56.19,861,41.94,0,35.54,36.86,0.041
"2021-01-12 16:00:00",5163,14.17,100.4105,3.008,76.94,24.71,30.25,57.7,668.7,31.35,0,33.64,34.51,0.041
"2021-01-12 17:00:00",5164,13.93,100.4511,3.023,75.58,26.01,29.35,66.43,435.4,19.16,0,31.49,32.47,0.04
"2021-01-12 18:00:00",5165,13.05,100.5079,2.839,70.19,24.88,28.11,74.82,176.4,8.07,0,28.46,29.76,0.04
"2021-01-12 19:00:00",5166,12.93,100.5972,1.909,71.56,22.64,27.04,80.5,15.65,1.466,0,27.11,27.78,0.04
"2021-01-12 20:00:00",5167,12.88,100.6885,0.824,81.3,22.47,26.21,87.6,0,0,0,26.58,26.8,0.039
"2021-01-12 21:00:00",5168,12.87,100.7631,0.539,84.1,18.89,26.11,89.8,0,0,0,26.34,26.59,0.039
"2021-01-12 22:00:00",5169,12.88,100.8316,0.009,133.2,7.656,25.23,93.1,0,0,0,25.46,25.94,0.039
"2021-01-12 23:00:00",5170,12.86,100.8331,0.014,224.1,0.671,24.46,94.8,0,0,0,24.86,25.12,0.039
"2021-01-13 00:00:00",5171,12.89,100.8412,0.02,230.1,2.617,24.13,95.7,0,0,0,24.84,24.92,0.039
"2021-01-13 01:00:00",5172,12.87,100.8168,0.107,226.1,9.34,24.22,95,0,0,0,24.79,24.89,0.039
"2021-01-13 02:00:00",5173,12.86,100.7762,0.307,203.1,25.01,24.56,94.2,0,0,0,25.02,25.1,0.039
"2021-01-13 03:00:00",5174,12.83,100.7437,0.216,68.04,13.98,24.44,93.7,0,0,0,25.18,25.3,0.039
"2021-01-13 04:00:00",5175,12.81,100.7355,0.081,46.1,8.21,23.89,96.7,0,0,0,24.73,25.06,0.039
"2021-01-13 05:00:00",5176,12.76,100.7681,0.044,230.4,2.625,23.27,96.5,0,0.003,0,23.79,24.34,0.039
"2021-01-13 06:00:00",5177,12.76,100.7844,0.04,180.9,8.64,22.81,96.9,22.9,1.683,0,23.1,23.62,0.039
