"TOA5","88296","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2021-03-09 15:00:00",6506,14.1,100.0071,2.415,33.17,30.16,30.99,71.42,665.8,31.21,0,35.41,36.98,0.034
"2021-03-09 16:00:00",6507,14.12,99.94197,2.758,32.2,26.5,30.26,79.14,465.2,21.09,0,31.79,34.71,0.034
"2021-03-09 17:00:00",6508,13.96,99.95277,2.562,30.86,30.52,28.86,81.9,243.5,10.9,0,30.43,31.26,0.034
"2021-03-09 18:00:00",6509,13.02,99.98016,2.406,21.46,27.73,28.06,86.1,95.6,4.003,0,28.04,29.4,0.033
"2021-03-09 19:00:00",6510,12.96,100.021,1.559,14.91,24.3,26.72,90.7,1.095,0.132,0,26.75,27.33,0.033
"2021-03-09 20:00:00",6511,12.93,100.0778,1.404,17.1,27.17,26.01,93.4,0,0,0,26.2,26.43,0.033
"2021-03-09 21:00:00",6512,12.94,100.1427,0.59,343.3,26.22,25.55,95.5,0,0,0,25.66,25.93,0.033
"2021-03-09 22:00:00",6513,12.93,100.1183,0.354,334.7,22.78,25.07,96.6,0,0,0,25.43,25.51,0.033
"2021-03-09 23:00:00",6514,12.9,100.094,0.66,3.242,24.27,25.1,97.1,0,0,0,25.45,25.54,0.033
"2021-03-10 00:00:00",6515,12.89,100.0859,0.561,359,24.69,25.06,96.6,0,0,0,25.2,25.34,0.033
"2021-03-10 01:00:00",6516,12.83,100.0291,0.678,355,28.91,25.16,97.2,0,0,0,25.15,25.21,0.033
"2021-03-10 02:00:00",6517,12.89,99.96413,1.042,0.207,28.68,25.09,97.4,0,0,0,25.07,25.12,0.033
"2021-03-10 03:00:00",6518,12.88,99.94791,1.386,7.627,27.02,25.13,95.6,0,0,0,24.93,24.99,0.033
"2021-03-10 04:00:00",6519,12.82,99.93195,1.395,7.37,28.75,25.06,93.2,0,0,0,24.54,24.76,0.033
"2021-03-10 05:00:00",6520,12.84,99.9804,1.152,356.3,33.56,24.82,90,0,0,0,24.13,24.37,0.033
"2021-03-10 06:00:00",6521,12.79,99.98044,1.255,354.4,31.41,24.5,87.6,1.326,0.139,0,23.8,23.94,0.033
"2021-03-10 07:00:00",6522,12.83,100.0616,1.519,358.6,33.55,25.11,80.6,86.6,3.659,0,23.88,24.61,0.033
"2021-03-10 08:00:00",6523,13.36,100.0968,2.009,346.5,36.05,27.19,72.83,307.1,12.47,0,26,27.77,0.033
"2021-03-10 09:00:00",6524,13.45,100.0937,2.191,345.6,38.03,29.67,65.51,544.4,23.83,0,29.67,31.43,0.033
