"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2020-12-08 15:00:00",4322,14.31,101.1206,3.461,35.28,28.73,28.2,64.12,848,41.19,0,31.84,32.88,0.063
"2020-12-08 16:00:00",4323,14.17,101.065,3.474,28.27,28.89,27.66,62.8,652,30.28,0,30.79,31.86,0.062
"2020-12-08 17:00:00",4324,13.64,101.0423,3.195,33.54,30.48,27.23,66.04,419.1,18.12,0,28.76,30.15,0.061
"2020-12-08 18:00:00",4325,13,101.1085,2.874,24.9,29.55,25.64,73.98,156.9,7.167,0,25.3,26.44,0.061
"2020-12-08 19:00:00",4326,12.96,101.1264,2.543,33.6,28.97,24.21,84.5,9.02,0.899,0,24.07,24.69,0.061
"2020-12-08 20:00:00",4327,12.96,101.1577,1.811,33.16,27.19,23.35,87.4,0,0,0,23.44,23.72,0.061
"2020-12-08 21:00:00",4328,12.95,101.1576,1.892,26.86,24.79,23.09,88.9,0,0,0,23.14,23.25,0.061
"2020-12-08 22:00:00",4329,12.94,101.1334,2.125,22.9,25.08,23.06,86.6,0,0,0,22.97,23.08,0.06
"2020-12-08 23:00:00",4330,12.93,101.1253,1.74,13.34,29.5,23.06,87.2,0,0,0,22.87,22.99,0.06
"2020-12-09 00:00:00",4331,12.93,101.0685,0.424,357.2,22.13,22.68,92.1,0,0,0,22.81,23.2,0.06
"2020-12-09 01:00:00",4332,12.9,101.0117,0.039,323,7.29,21.44,96,0,0,0,21.96,22.29,0.06
"2020-12-09 02:00:00",4333,12.89,100.9548,0.044,278.1,6.566,20.72,97.5,0,0,0,21.51,21.82,0.06
"2020-12-09 03:00:00",4334,12.87,100.9061,0.33,311.3,16.15,20.88,97.2,0,0,0,21.29,21.71,0.06
"2020-12-09 04:00:00",4335,12.86,100.898,0.44,319,25.25,21.09,98.2,0,0,0,21.75,21.94,0.06
"2020-12-09 05:00:00",4336,12.84,100.8818,0.362,343.9,22.86,21.3,98.7,0.834,0.104,0,21.93,22.08,0.06
"2020-12-09 06:00:00",4337,12.83,100.9142,0.402,347.8,18.7,21.43,97.4,53.03,2.764,0,22.04,22.38,0.06
"2020-12-09 07:00:00",4338,13.14,100.9224,1.671,330.8,33.03,21.99,96.7,113.5,6.301,0,22.34,22.81,0.06
"2020-12-09 08:00:00",4339,13.5,100.8937,1.724,331.8,33.46,22.8,90.1,223.2,13.8,0,22.66,23.63,0.06
"2020-12-09 09:00:00",4340,13.69,100.8325,2.144,337.8,37.55,24.7,75.35,553.3,28.33,0,24.06,25.93,0.06
