"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2021-09-13 16:00:00",11019,14.32,50,2.88,54.97,28.64,25.21,75.15,352.3,12.34,0,27.22,28.07,0.058
"2021-09-13 17:00:00",11020,13.49,100.8646,2.348,63.13,22.46,23.51,82.3,177.1,5.968,0,23.48,25.24,0.058
"2021-09-13 18:00:00",11021,12.96,100.9214,0.649,108.2,31.75,21.77,92.7,15.8,1.062,0,21.5,22.42,0.058
"2021-09-13 19:00:00",11022,12.93,101.0051,0.253,154.7,17.32,20.23,96.7,0,0,0,20.09,20.75,0.058
"2021-09-13 20:00:00",11023,12.92,101.0678,0.098,152.8,8.63,19.17,98.9,0,0,0,19.26,19.61,0.057
"2021-09-13 21:00:00",11024,12.91,101.1003,0.002,156.6,0.008,18.78,99.7,0,0,0,18.1,18.52,0.057
"2021-09-13 22:00:00",11025,12.9,101.1241,0.011,204.6,1.278,19.03,99.5,0,0,0,18.16,19.17,0.057
"2021-09-13 23:00:00",11026,12.89,101.1329,0,0,0,18.71,99.1,0,0,0,17.94,18.64,0.057
"2021-09-14 00:00:00",11027,12.88,101.1277,0,0,0,17.49,100,0,0,0,16.63,17.44,0.057
"2021-09-14 01:00:00",11028,12.84,101.109,0,0,0,16.77,100,0,0,0,16.25,16.41,0.057
"2021-09-14 02:00:00",11029,12.8,101.0441,0,0,0,16.48,100,0,0,0,16.05,16.12,0.056
"2021-09-14 03:00:00",11030,12.82,100.9711,0,0,0,15.91,100,0,0,0,15.91,16.01,0.057
"2021-09-14 04:00:00",11031,12.76,100.963,0,0,0,15.57,100,0,0,0,15.84,16,0.056
"2021-09-14 05:00:00",11032,12.72,100.963,0,0,0,15.83,100,0,0,0,15.58,15.74,0.056
"2021-09-14 06:00:00",11033,12.76,100.9954,0,0,0,14.74,100,1.041,0.087,0,15.88,15.94,0.056
"2021-09-14 07:00:00",11034,12.76,101.0275,0,0,0,15.42,100,52.48,2.447,0,15.99,16.83,0.056
"2021-09-14 08:00:00",11035,13.05,101.0034,0.154,46.67,9.67,19.3,97.7,277.2,9.83,0,17.79,20.78,0.056
"2021-09-14 09:00:00",11036,14.06,100.9863,1.558,10.63,30.75,22.64,81.6,451.1,17.75,0,23.27,24.87,0.056
"2021-09-14 10:00:00",11037,14.01,100.8889,1.989,3.009,31.95,24.89,68.84,610.7,25.48,0,25.63,27.57,0.056
"2021-09-14 11:00:00",11038,14.19,100.7686,2.345,358.5,32.65,27.35,56.98,800,34.26,0,29.35,30.78,0.056
