"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Hourly"
"TIMESTAMP","RECORD","BattV_Min","BP_kPa","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RH","SlrW_Avg","CUV5_W_Avg","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","Volts","kPa","meters/second","Deg","Deg","Deg C","%","W/m^2","W/m^2","mm","Deg C","Deg C",""
"","","Min","Smp","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Tot","Min","Avg","Avg"
"2022-08-10 16:00:00",18963,14.05,101.0565,2.735,33.27,25.65,24.27,75.06,314.9,12.51,0,24.36,26.34,0.041
"2022-08-10 17:00:00",18964,13.11,101.0839,2.04,35.36,23.9,22.48,85.5,89.9,4.661,0,21.8,22.95,0.041
"2022-08-10 18:00:00",18965,12.92,101.1369,1.302,35.75,19.11,20.48,94,4.395,0.4,0,20.13,20.89,0.041
"2022-08-10 19:00:00",18966,12.93,101.1821,0.672,34.37,17.04,19.4,97.5,0,0,0,19.18,19.65,0.04
"2022-08-10 20:00:00",18967,12.91,101.239,0.146,23,10.07,18.78,99.3,0,0,0,18.23,18.7,0.04
"2022-08-10 21:00:00",18968,12.9,101.2714,0.007,25.92,1.631,18.48,100,0,0,0,16.99,17.55,0.04
"2022-08-10 22:00:00",18969,12.88,101.2877,0.04,31.48,1.962,18.4,100,0,0,0,16.78,17.21,0.04
"2022-08-10 23:00:00",18970,12.87,101.3364,0.181,259.5,14.5,18.04,100,0,0,0,16.49,17.31,0.04
"2022-08-11 00:00:00",18971,12.86,101.4013,0.13,239.5,12.05,17.6,100,0,0,0,17.17,17.67,0.04
"2022-08-11 01:00:00",18972,12.85,101.377,0.27,310,12.78,18,100,0,0,0,17.44,18.12,0.04
"2022-08-11 02:00:00",18973,12.85,101.3688,0.113,304.2,8.98,18.47,100,0,0,0,18.28,18.67,0.04
"2022-08-11 03:00:00",18974,12.82,101.3364,0,0,0,18.02,100,0,0,0,16.57,17.55,0.04
"2022-08-11 04:00:00",18975,12.81,101.2633,0,0,0,16.45,100,0,0,0,15.74,16.01,0.04
"2022-08-11 05:00:00",18976,12.79,101.2308,0,0,0,15.85,100,0,0,0,15.75,16.07,0.04
"2022-08-11 06:00:00",18977,12.75,101.3039,0,0,0,15.63,100,0,0,0,14.94,15.44,0.04
"2022-08-11 07:00:00",18978,12.71,101.3526,0,0,0,15.56,100,11.36,0.636,0,14.87,15.4,0.04
"2022-08-11 08:00:00",18979,12.72,101.4257,0.453,334.7,13.37,17.7,100,88.7,4.282,0,16.57,18.27,0.04
"2022-08-11 09:00:00",18980,13.25,101.4797,0.819,344.6,27.16,19.31,100,178.3,8.94,0,19.42,20.29,0.04
"2022-08-11 10:00:00",18981,13.46,101.4657,1.598,353.4,31.6,20.75,87.4,223.5,11.58,0,20.66,21.72,0.04
"2022-08-11 11:00:00",18982,13.75,101.3619,2.089,4.817,33.11,23.21,76.93,566.9,26.17,0,22.59,25.39,0.04
