"TOA5","Science Centre AWS","CR1000","88296","CR1000.Std.31.08","CPU:Vasi_Science Centre AWS.CR1","64103","Daily"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Min","AirTC_Max","RH_Min","RH_Max","SlrW_Max","SlrW_Std","CUV5_W_Max","CUV5_W_Std","CUV5_MJ_Tot","Rain_mm_Tot","T107_C_Min","T107_C_Avg","VW_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","Deg C","%","%","W/m^2","W/m^2","W/m^2","W/m^2","MJ/m^2","mm","Deg C","Deg C",""
"","","WVc","WVc","WVc","Max","Min","Max","Min","Max","Max","Std","Max","Std","Tot","Tot","Min","Avg","Avg"
"2022-05-12 00:00:00",699,0.776,353.1,46.35,5.825,13.25,29.38,52.38,100,706.6,257.5,32.57,11.67,0.714,0,13.61,21.5,0.031
"2022-05-13 00:00:00",700,0.463,174.5,49.21,2.825,17.66,28.44,62.38,100,917,196.6,33.28,8.97,0.551,0,16.78,21.56,0.031
"2022-05-14 00:00:00",701,0.859,354,26.75,5,17.97,30.77,51.77,100,680.4,249.3,31.86,11.4,0.692,0,16.59,23.04,0.031
"2022-05-15 00:00:00",702,0.523,9.06,49.24,3.425,17.89,28.67,60.42,100,744.1,213.7,30.34,9.54,0.563,0,17.47,23.73,0.031
"2022-05-16 00:00:00",703,0.476,182.4,28.81,4.1,18.83,25.99,71.94,100,1053,222.7,43.7,10.45,0.575,12.7,19.52,21.56,0.065
"2022-05-17 00:00:00",704,0.15,196.2,16.71,3.5,17.66,23.79,86.1,100,888,102.3,38.04,5.449,0.317,8.89,18.75,20.57,0.089
"2022-05-18 00:00:00",705,0.153,13.14,22.39,3.5,17.16,27.51,58.42,100,982,229.6,41.67,10.68,0.592,1.524,18.01,21.72,0.088
"2022-05-19 00:00:00",706,0.518,3.336,21.22,4.325,16.44,28.33,58.17,100,892,242.1,39.45,11.5,0.694,0,17.15,21.98,0.079
"2022-05-20 00:00:00",707,0.681,356.1,21.11,5.15,17.59,29.33,53.85,100,892,236.3,38.64,11.07,0.671,0,17.96,22.36,0.074
"2022-05-21 00:00:00",708,0.702,353.4,34.37,4.625,18.91,29.81,49.68,100,649.1,239.1,29.84,10.78,0.648,0,17.97,22.89,0.07
"2022-05-22 00:00:00",709,0.402,193.4,22.55,4.475,15,20.89,93.1,100,305.8,53.51,14.16,3.183,0.189,6.096,16.33,19.21,0.076
"2022-05-23 00:00:00",710,0.227,195.1,15.68,3.725,14.6,24.57,63.19,99.6,816,168.8,36.42,8.37,0.454,0,16.12,19,0.08
"2022-05-24 00:00:00",711,0.998,190.4,23.41,5.075,16.71,18.66,92.5,100,105,21.94,6.98,1.429,0.08,15.24,16.83,18.03,0.087
"2022-05-25 00:00:00",712,0.313,180,32.32,2.825,15.78,28.02,61.62,100,944,237.4,39.45,11.24,0.678,0,16.11,20.06,0.082
"2022-05-26 00:00:00",713,0.444,4.1,20.48,4.325,13.02,28.76,51.71,100,661,243.2,31.76,11.45,0.694,0,14.36,20.42,0.074
"2022-05-27 00:00:00",714,0.595,171.8,33.82,4.775,15.97,27.21,71.53,100,894,180.9,36.01,8.07,0.459,0,15.24,20.65,0.071
"2022-05-28 00:00:00",715,0.39,131.5,43.56,3.875,16.77,25.09,71.59,100,874,153.9,37.03,7.245,0.42,0.508,17.03,20.22,0.068
"2022-05-29 00:00:00",716,1.017,357.2,24.93,5.675,16.06,26.6,66.66,100,806,229,31.36,10.28,0.617,0,15.93,21.08,0.067
"2022-05-30 00:00:00",717,0.945,342.5,25.07,5.45,18.11,29.9,48.2,94.8,641.9,234.2,29.33,10.47,0.624,0,17.04,21.55,0.065
"2022-05-31 00:00:00",718,1.328,174.7,40.2,6.5,15.31,22.86,52.23,99,805,169.3,34.4,8.41,0.439,0,15.97,19.22,0.063
"2022-06-01 00:00:00",719,0.797,214.2,55.54,5.3,12.71,25.27,28,93.4,803,237.8,31.96,10.74,0.628,0,12.02,18.09,0.061
"2022-06-02 00:00:00",720,0.603,201.7,32.41,3.95,11.82,24.49,22.98,79.7,649,238.9,30.45,10.93,0.654,0,11.06,15.93,0.059
